,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7401,Pop Out (feat. Lil Tjay),Polo G,spotify:track:6uFn47ACjqYkc0jADwEdj1,0.772,0.639,-7.119,0.467,0.15,0.0,0.0698,0.261,168.112
7402,Song For Chè,Charlie Haden,spotify:track:7983Pv7pG11yd2ZQCcA01O,0.337,0.38,-16.417,0.0484,0.687,0.474,0.119,0.2,147.28
7403,The Boss,James Brown,spotify:track:4Lv1bzAvoAeroCGiUUGZ9w,0.736,0.354,-14.709,0.0475,0.579,0.0103,0.0757,0.62,97.924
7404,Y Lo Que Quiero Es Que Pises Sin El Suelo,Catupecu Machu,spotify:track:3z5F0EaY9VCq9GiQPzrbDX,0.689,0.945,-2.379,0.062,0.109,0.0,0.234,0.738,137.025
7405,Heartbreaker (feat. Jay-Z),Mariah Carey,spotify:track:0jsANwwkkHyyeNyuTFq2XO,0.524,0.816,-5.872,0.37,0.383,0.0,0.349,0.789,200.031
7406,Blue Train - Remastered 2003,John Coltrane,spotify:track:6ZgaUtMlUzUf7SqbUUnfbu,0.506,0.493,-7.759,0.0427,0.798,0.00355,0.307,0.584,134.77
7407,I'm a Man of Constant Sorrow,The Stanley Brothers,spotify:track:283WX8NobrMqpOScYvg0hy,0.384,0.381,-12.81,0.0356,0.952,0.0223,0.37,0.695,179.357
7408,April Fools,Rufus Wainwright,spotify:track:1ZNEkRns15HPHm1K4jTl1p,0.452,0.737,-7.005,0.0413,0.192,0.0,0.208,0.481,110.346
7409,Boops (Here To Go) - Edit,Various Artists,spotify:track:5Isc0y87P7E0YaTHLBAVYe,0.845,0.669,-8.965,0.0706,0.209,0.000179,0.0958,0.559,103.073
7410,Ma préférence,Julien Clerc,spotify:track:3N9Vibj1SwLn4SRtWJVDVO,0.562,0.41,-7.51,0.0253,0.764,0.000353,0.0773,0.29,97.782
7411,All I Want for Christmas (Is My Two Front Teeth),Spike Jones,spotify:track:0SorhWEyl6wkQ6vYAQt2D0,0.668,0.215,-10.548,0.293,0.951,0.0,0.183,0.696,137.763
7412,You Do Something To Me,Paul Weller,spotify:track:6hKi7fbGQu9gqfgc6TTeX9,0.444,0.339,-13.156,0.0273,0.477,0.00664,0.112,0.297,72.637
7413,When I'm With Him,Empress Of,spotify:track:4vBlxgG7iM8WwjLMHKpNkm,0.779,0.846,-5.68,0.0345,0.301,8.83e-06,0.0623,0.757,116.014
7414,If the Kids Are United,Sham 69,spotify:track:7CouHdayIrlrzADwm4P54Q,0.198,0.955,-4.76,0.0882,0.00463,0.0526,0.689,0.279,133.556
7415,Entertain,Sleater-Kinney,spotify:track:7C7gszJBmB2ODqFyBsJkIb,0.359,0.943,-2.312,0.0743,0.0126,0.00235,0.272,0.327,144.44
7416,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,spotify:track:15EPc80XuFrb2LmOzGjuRg,0.728,0.607,-8.417,0.132,0.133,0.0,0.0864,0.445,129.938
7417,Stacy's Mom,Fountains Of Wayne,spotify:track:27L8sESb3KR79asDUBu8nW,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015
7418,Trick Me,Kelis,spotify:track:3aImJnJlAgcE7bJ1NxthGt,0.97,0.72,-3.347,0.149,0.0369,0.000389,0.326,0.962,107.17
7419,"Renegade Master - 7"" Edit",Various Artists,spotify:track:1mSGq5CplRBuS0gHfd0UcO,0.778,0.682,-11.065,0.0601,0.000572,0.0,0.0844,0.926,124.886
7420,Addictive,Truth Hurts,spotify:track:3WMqynA1mERIDvAItkiNdo,0.7,0.673,-6.67,0.17,0.0892,0.000145,0.179,0.338,99.274
7421,Blue Jean Bop - Digitally Remastered 02,Gene Vincent & His Blue Caps,spotify:track:5RgC1ptcnIliPyyVf8iW3J,0.573,0.671,-10.017,0.0738,0.272,0.0,0.124,0.724,97.031
7422,L'accordéoniste,Édith Piaf,spotify:track:6CWOLi7tf87GiSjMut0xqf,0.514,0.268,-10.166,0.164,0.977,0.0,0.103,0.734,79.053
7423,Nasty Sexo,La Revolución De Emiliano Zapata,spotify:track:1QF2cLdi0hsrXlzaNOmHoS,0.724,0.813,-5.53,0.0364,0.122,0.2,0.087,0.689,114.933
7424,Jump into the Fire - Remastered,Harry Nilsson,spotify:track:05Yv5shaMJ0SZ0HTKmrEYl,0.647,0.776,-8.924,0.066,0.000646,0.732,0.0847,0.959,145.77
7425,Telephone Line,Electric Light Orchestra,spotify:track:6xkLNZ1kF47qvTrhI0Kc0N,0.467,0.367,-8.164,0.0298,0.771,2.27e-05,0.0847,0.205,70.856
7426,Egyptian Reggae,Jonathan Richman & The Modern Lovers,spotify:track:5s5OwANDqXCS92sn2PEjNo,0.765,0.424,-11.818,0.0559,0.257,0.101,0.147,0.512,103.913
7427,Dramamine,Modest Mouse,spotify:track:3dyAeVpD95xiRGAp9SQpNg,0.376,0.736,-9.438,0.0412,0.326,0.105,0.107,0.796,185.12
7428,Lost In The Plot,The Dears,spotify:track:2EW2ouzRzY9P8IY94xxqH5,0.493,0.681,-6.169,0.035,0.00066,0.000374,0.119,0.371,121.693
7429,Suburban War,Arcade Fire,spotify:track:5K4yxpLRNSNm0NuEcdUgt8,0.319,0.857,-5.704,0.037,0.128,0.141,0.106,0.599,119.868
7430,Señorita,Vince Staples,spotify:track:734xplxSpoW22U5OeeZcr8,0.763,0.63,-8.258,0.142,0.0622,1.02e-05,0.285,0.17,124.973
7431,Who Will Save Your Soul,Jewel,spotify:track:1SYXw0U7vE9BpUw5bEFvKw,0.686,0.467,-9.712,0.0419,0.704,0.00103,0.13,0.753,126.179
7432,New World,Björk,spotify:track:2OA4Wzicg8PlSBffuN1V4i,0.491,0.671,-9.018,0.0443,0.657,0.0445,0.111,0.29,145.945
7433,"The Good, The Bad and The Ugly",Hugo Montenegro,spotify:track:5c3SBfvWYFtf5FQiNkg6FV,0.539,0.544,-13.569,0.0397,0.545,0.634,0.506,0.534,116.524
7434,Friends of P.,The Rentals,spotify:track:5NjIog0vXS0VBWa5a94vzJ,0.613,0.721,-6.868,0.0252,0.000641,1.6e-05,0.13,0.763,107.956
7435,Lit Up,Buckcherry,spotify:track:2eujUxEde7IFsm6YmGBKo4,0.648,0.876,-3.127,0.0332,0.000541,2.13e-05,0.358,0.92,128.819
7436,Stormy Monday Blues - Single Version / Stereo,"Bobby ""Blue"" Bland",spotify:track:4UO18p3CZrhOsHsbqf3FGP,0.387,0.326,-11.819,0.0354,0.644,0.00247,0.135,0.319,185.249
7437,Good As Hell,Lizzo,spotify:track:6uAm7pG66O1XesXS9bpHSF,0.684,0.905,-3.187,0.0765,0.285,0.0,0.525,0.492,95.985
7438,Original Nuttah,SHY FX,spotify:track:53mh7POQqTXj2Cfh7phP5b,0.778,0.772,-11.286,0.099,0.0229,4.17e-05,0.104,0.71,113.375
7439,Closer To Home (I'm Your Captain) - Remastered,Grand Funk Railroad,spotify:track:168aH14F9ef3ymWlk9vWHp,0.299,0.6,-9.795,0.0329,0.31,0.014,0.104,0.483,94.356
7440,The Race - Remastered 2005,Yello,spotify:track:3WqVQlxFUJjw9qGNgg68n5,0.854,0.847,-9.368,0.0975,0.0262,0.603,0.219,0.167,121.732
7441,Got to Be Real,Cheryl Lynn,spotify:track:6iEFcZI1KxxPaAGlnOVn3y,0.837,0.455,-15.326,0.0354,0.0296,0.589,0.0398,0.922,114.762
7442,Silly Games,Various Artists,spotify:track:5WPKPRCiQMi1AXaJ8MVxeW,0.878,0.537,-7.836,0.0588,0.296,0.00189,0.0812,0.718,119.754
7443,When,Various Artists,spotify:track:52l2PCOwU2n2zfTlc0pEov,0.646,0.571,-6.614,0.0299,0.295,9.31e-06,0.319,0.953,92.919
7444,Magnets,Disclosure,spotify:track:7nRmfGNhHKEEu5o8yFXLXt,0.704,0.628,-7.882,0.162,0.0626,1.49e-06,0.103,0.654,92.005
7445,Touch Absence,Lanark Artefax,spotify:track:5tkJijKTNqyIUfen5cMNqe,0.769,0.988,-6.808,0.0609,0.00589,0.814,0.272,0.634,124.948
7446,Can I Play with Madness - 1998 Remaster,Iron Maiden,spotify:track:0der44SzM8j3KYyB9HZQPj,0.312,0.962,-6.586,0.0854,0.0678,0.0,0.272,0.572,141.892
7447,Ladies Night,Kool & The Gang,spotify:track:5QtyIiOKyiXBxjxFUOALXh,0.657,0.447,-15.75,0.143,0.151,2.15e-05,0.0432,0.917,111.815
7448,Dream Land,Bunny Wailer,spotify:track:2p5xGfnvZabKKSYT1HOU0E,0.807,0.494,-13.028,0.19,0.36,0.00983,0.044,0.96,146.07
7449,Long Distance Call,Muddy Waters,spotify:track:6zQlxqXrfNbnI0I5fi5tMC,0.496,0.326,-9.237,0.0394,0.833,0.00125,0.195,0.55,185.138
7450,Standing On The Verge Of Getting It On,Funkadelic,spotify:track:06ObEGGlc8iwNI3vmtRm1s,0.747,0.777,-7.374,0.123,0.0582,0.0,0.339,0.757,116.142
7451,You,Gold Panda,spotify:track:0tVZk9Cg8jjMHWbAyoJ7JB,0.505,0.955,-4.84,0.0814,0.000905,0.835,0.322,0.655,179.856
7452,Abandoned Love - Studio Outtake - 1975,Bob Dylan,spotify:track:39z2Tz89YmfIVMZ14Eof1z,0.583,0.507,-11.7,0.0274,0.122,2.11e-06,0.104,0.794,98.427
7453,Different Drum,Stone Poneys,spotify:track:3k63RLvRgkgPGx0keOH3P6,0.46,0.389,-11.603,0.031,0.349,0.0,0.0533,0.606,123.213
7454,I Want You Back,Hoodoo Gurus,spotify:track:3fS8lkcKYnEH1DdxN2DLlF,0.428,0.944,-2.9,0.0346,0.000991,0.0,0.0578,0.529,91.445
7455,Nothing Has Been Proved,Dusty Springfield,spotify:track:6KPyeOZWPwQKEgQcUHm1g0,0.568,0.585,-12.857,0.0372,0.145,8.51e-06,0.0708,0.744,164.059
7456,Take a Walk,Passion Pit,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F,0.566,0.755,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006
7457,Live Wire,Mötley Crüe,spotify:track:06EC9TibZK2mACTZ2usK1h,0.422,0.901,-6.655,0.0631,9.22e-05,6.78e-06,0.56,0.673,112.445
7458,Eastern Standard Time,The Skatalites,spotify:track:4P0jjEs8CF5aMx74PFA6aL,0.788,0.548,-9.097,0.0604,0.416,0.152,0.0753,0.909,62.126
7459,Everything's Gone Green - Edit,New Order,spotify:track:6VVie1ygv9ekdQImJJOhzp,0.665,0.994,-5.222,0.0426,0.000965,0.622,0.178,0.617,127.64
7460,Come Into My Life (Radio Mix),Joyce Sims,spotify:track:3wAQZnWLBPUYkDoD3yZL0n,0.476,0.845,-5.574,0.0451,0.179,0.373,0.0441,0.818,94.491
7461,Let's Hang On - 2007 Remaster,Frankie Valli & The Four Seasons,spotify:track:1IqEbgYmA3VpiKiufTmdnG,0.646,0.718,-5.485,0.0488,0.374,0.0,0.199,0.708,128.502
7462,Giddy Stratospheres,The Long Blondes,spotify:track:4rwnCihrnPp2j9e3tgfHks,0.579,0.845,-5.669,0.0394,0.00169,1.9e-05,0.252,0.616,137.661
7463,Patricia,Various Artists,spotify:track:0TEgGlTHksCd2rWgyIrgYl,0.715,0.554,-7.202,0.0461,0.104,0.148,0.0647,0.678,138.836
7464,Angela Surf City,The Walkmen,spotify:track:37lpAgnJfuFSsNe1JezUnO,0.282,0.901,-6.113,0.0646,0.000586,0.000174,0.131,0.339,176.823
7465,We Almost Lost Detroit,Gil Scott-Heron & Brian Jackson,spotify:track:1O56AVKWDXwzB7bLHusene,0.434,0.441,-12.769,0.0652,0.731,0.0148,0.0871,0.466,148.348
7466,Yo No Soy Rebelde,Los Locos Del Ritmo,spotify:track:08U1KWevchrVHDNkQV2iO7,0.677,0.716,-8.777,0.145,0.899,0.00684,0.0836,0.945,108.955
7467,Walking in My Shoes,Depeche Mode,spotify:track:2Y7ndoyiIm0IaFJa13gV3H,0.538,0.711,-9.748,0.0287,0.111,5.53e-06,0.237,0.502,93.08
7468,Kiss an Angel Good Mornin',Charley Pride,spotify:track:37GWhu8R61gTStMvVQfDuE,0.665,0.512,-10.704,0.03,0.581,0.0,0.371,0.87,130.578
7469,Sometimes It Snows in April,Prince,spotify:track:1Az0fhiWi0EVS4cZ3FF20X,0.494,0.0644,-23.939,0.0402,0.833,0.0,0.0969,0.0622,103.757
7470,Mothership Reconnection - Daft Punk Remix,Scott Grooves,spotify:track:2IbITpsDc88Lzyw59YY70S,0.79,0.692,-8.351,0.271,0.0616,0.677,0.0482,0.767,126.111
7471,After hours,Erskine Hawkins,spotify:track:1xc2VlB5Akz01RHVMKLWP0,0.646,0.125,-19.349,0.0614,0.917,0.946,0.0877,0.382,83.857
7472,The Mooche,Duke Ellington,spotify:track:4VduUevGLPV7DG0zF7Xlng,0.652,0.316,-10.274,0.0464,0.947,0.573,0.334,0.481,122.01
7473,Long As I Can See The Light,Creedence Clearwater Revival,spotify:track:6HAan34oqoS4KF1UmHj770,0.685,0.403,-6.921,0.0409,0.371,0.00025,0.0687,0.542,63.87
7474,The Longest Time,Billy Joel,spotify:track:5DH7nDryMhpixm4G4B7RP9,0.637,0.333,-9.603,0.0262,0.181,0.0,0.147,0.588,84.347
7475,"Look What They've Done To My Song, Ma",Melanie,spotify:track:4SD1AmG7x1ks4XYgH0cNRj,0.492,0.271,-8.109,0.0349,0.698,0.0,0.14,0.64,71.563
7476,California,Joni Mitchell,spotify:track:5eM6Rrk8rwLpUhrh7Kk5R1,0.464,0.328,-9.005,0.0407,0.905,0.0,0.135,0.784,70.859
7477,More Than A Woman (2007 Remastered Saturday Night Fever LP Version),Bee Gees,spotify:track:0vDeTWoAooavG2zcCKHmI4,0.6,0.708,-6.249,0.038,0.16,0.000139,0.446,0.693,106.167
7478,Sleeping Satellite,Tasmin Archer,spotify:track:3WSyYBhLZRLbQo2tJgFvSR,0.6,0.824,-9.864,0.027,0.171,0.000225,0.258,0.749,96.075
7479,Seasun,Delorean,spotify:track:43LWzAJfa1cPk2otieqZly,0.549,0.821,-6.421,0.0345,0.000318,0.236,0.0877,0.174,119.984
7480,Mona Lisa,Slick Rick,spotify:track:3CcTRfrp1WCPmzYJIHFiOB,0.929,0.642,-12.079,0.189,0.0527,9.16e-06,0.0587,0.77,106.882
7481,Line For Lyons,Gerry Mulligan,spotify:track:6zT9IaeURcShdJqETbFNtf,0.555,0.133,-16.713,0.135,0.927,0.762,0.115,0.421,173.225
7482,Unchained - 2015 Remaster,Van Halen,spotify:track:6fHS0zmDdDKktklfaqojaF,0.528,0.875,-5.912,0.0436,0.0145,0.0,0.138,0.479,136.83
7483,Natural Mystic,Bob Marley & The Wailers,spotify:track:76O0RqUHIKG7jq3LwBTUgS,0.868,0.281,-12.621,0.34,0.0515,6.95e-05,0.114,0.795,131.193
7484,Supplique pour être enterré à la plage de Sète,Georges Brassens,spotify:track:2f2oZ2AKFnx2FboZlJF8T4,0.758,0.198,-12.867,0.212,0.863,2.39e-05,0.118,0.756,122.644
7485,Little Bitty Pretty One,Various Artists,spotify:track:1hcCl1TE5kYMuwNbQijUiX,0.66,0.717,-4.553,0.236,0.637,0.0183,0.0533,0.942,171.263
7486,An American in Paris,George Gershwin,spotify:track:0jC7YExolD6HGHhMkAKL26,0.278,0.33,-15.098,0.0731,0.905,0.834,0.157,0.239,80.704
7487,Tame,Pixies,spotify:track:1H93izDjXIF30mAMC7UagB,0.562,0.56,-13.551,0.0724,0.00141,0.762,0.28,0.919,137.475
7488,To the Last Whale... / Critical Mass / Wind on the Water,"Crosby, Stills & Nash",spotify:track:7vISpRgwPFHhef1a1EifUp,0.406,0.11,-19.958,0.034,0.847,0.0165,0.104,0.132,108.059
7489,Who Do You Love,Various Artists,spotify:track:57OPkbAge4OFp7mVWwYS9M,0.451,0.768,-5.424,0.0503,0.0138,0.000103,0.28,0.703,115.992
7490,Storm,Godspeed You! Black Emperor,spotify:track:1HfJV18PHF2UQqh4TuySBJ,0.102,0.614,-9.433,0.0649,0.21,0.714,0.0996,0.0379,182.349
7491,Line Up,Lennie Tristano,spotify:track:6m3uTgDFARRvVhgEIbMKBI,0.509,0.386,-14.09,0.0299,0.751,0.0,0.164,0.643,131.354
7492,1st Of Tha Month,Bone Thugs-N-Harmony,spotify:track:7B0yMYCJO8adAUIY6COxQb,0.748,0.475,-11.041,0.258,0.246,1.9e-06,0.19,0.509,148.077
7493,Hi Hi Hi,Paul McCartney,spotify:track:089iEPKibRcnmJEGlC9Xsu,0.539,0.656,-7.194,0.0449,0.0156,3.49e-06,0.303,0.783,132.4
7494,Don't Bring Me Down (Bonus Track),The Animals,spotify:track:15ZTgm66bORwVxRQySgMkN,0.53,0.789,-5.662,0.046,0.357,0.0836,0.121,0.784,116.82
7495,Homemade Dynamite,Lorde,spotify:track:0zL76omZWytdTtyXKVfuDw,0.771,0.431,-5.423,0.0577,0.287,2.75e-06,0.0934,0.268,107.047
7496,Flip Flop And Fly,Big Joe Turner,spotify:track:4g7tELZcy9Wqw9BwA50ofV,0.756,0.265,-11.355,0.126,0.674,0.0,0.0988,0.881,164.184
7497,La chanson des vieux amants,Jacques Brel,spotify:track:66Nh47RUIB9ArDPde4eBAX,0.281,0.294,-9.763,0.0284,0.882,0.00018,0.129,0.233,61.464
7498,Lemonade,SOPHIE,spotify:track:67PRfcO0HaZpyBIaQNGUOv,0.832,0.652,-5.275,0.389,0.298,0.0,0.107,0.85,71.55
7499,Heroin,Superpitcher,spotify:track:0n8pvP74opBk3cyXt5pXkc,0.743,0.572,-13.212,0.0316,0.0267,0.74,0.0856,0.45,127.999
7500,Viva Las Vegas,Elvis Presley,spotify:track:0lTrunYU4xo46shJeK9Xjp,0.571,0.601,-12.331,0.0535,0.741,0.0,0.244,0.804,145.03
7501,Little Red Rooster - (Original Single Mono Version),The Rolling Stones,spotify:track:78aWleLcJoH7RmsbIalKXP,0.724,0.437,-11.601,0.0428,0.0568,0.0604,0.129,0.661,109.346
7502,Les loups sont entrés dans Paris,Serge Reggiani,spotify:track:2JPmqDBxv36PJZtlsy8HW1,0.778,0.51,-11.808,0.451,0.65,0.0,0.094,0.591,132.269
7503,One Summer Night,Various Artists,spotify:track:5Uog5HJjfvlNh0QrtjYOSc,0.53,0.265,-9.411,0.028,0.873,0.0,0.122,0.494,98.464
7504,I Seen a Man Die,Scarface,spotify:track:6ld0SjdFPdZtoWBxzn0Ytp,0.692,0.674,-5.523,0.292,0.0022,0.0,0.359,0.5,79.925
7505,See No Evil - 2003 Remaster,Television,spotify:track:2ZlafrtFJ58SrOQxuNZZga,0.416,0.825,-6.558,0.0336,0.05,0.0346,0.105,0.855,144.986
7506,Imagining My Man,Aldous Harding,spotify:track:4Mj6K0nOrLJjUckP2tJFU9,0.575,0.182,-13.993,0.028,0.965,0.0139,0.114,0.287,98.062
7507,Le courage des oiseaux - Remasterisé en 2012,Dominique A,spotify:track:47C8ia2xbsaYpeGHo02dxZ,0.729,0.411,-11.317,0.0517,0.367,0.761,0.209,0.581,127.545
7508,Need a Little Sugar in My Bowl,Bessie Smith,spotify:track:4g8n2xeOM9YeYmT79IIx99,0.703,0.027,-13.547,0.0519,0.992,0.0,0.154,0.379,75.292
7509,Peter Gunn,Duane Eddy,spotify:track:5TD2LF8ZOXGAz1ZTdwAG4E,0.577,0.667,-16.991,0.0309,3.6e-06,0.893,0.191,0.965,116.833
7510,Soul Finger,Various Artists,spotify:track:5I9g1RHXpf0DosAQpqhusI,0.736,0.462,-15.0,0.031,0.142,0.836,0.231,0.859,115.845
7511,Teen Angst (What The World Needs Now),Cracker,spotify:track:21gRGP5LdIgto8sznRZ7xz,0.398,0.947,-8.738,0.0479,0.00315,1.81e-06,0.295,0.563,157.032
7512,White Punks On Dope,Various Artists,spotify:track:75CUVCYbVVBLiPTR1cAmxG,0.282,0.895,-7.66,0.0893,0.000187,0.0,0.504,0.509,129.635
7513,A Well Respected Man - Mono EP,The Kinks,spotify:track:5kcsjzsCdGpdyjMLwI8aPv,0.53,0.873,-5.105,0.118,0.297,0.0,0.0521,0.583,162.154
7514,Things To Come,Dizzy Gillespie,spotify:track:6Fh9PBDR8uT4bmXOLenFl1,0.511,0.611,-9.816,0.104,0.806,0.00359,0.374,0.659,85.979
7515,Ain't Nothing You Can Do - Single Version,"Bobby ""Blue"" Bland",spotify:track:6dYeLOBC4jXv0FY9mEE43e,0.575,0.692,-7.391,0.117,0.155,0.0,0.239,0.959,116.669
7516,Alexander's Ragtime Band,Various Artists,spotify:track:0KNwZXxP5GrRk7C34WJBO4,0.611,0.329,-11.307,0.0459,0.996,0.0281,0.22,0.743,76.47
7517,Tossin' And Turnin',Bobby Lewis,spotify:track:2zT5tuXELoANA0k66hEGo6,0.534,0.796,-6.49,0.0446,0.197,0.0,0.0845,0.962,142.789
7518,New San Antonio Rose,Various Artists,spotify:track:2YiSdjEm8aH9ItnrLHmRkY,0.674,0.302,-14.069,0.0366,0.962,0.783,0.136,0.844,106.175
7519,Footprints - Remastered,Wayne Shorter,spotify:track:2JITVZu8o6ls9k8SoMRy7w,0.53,0.454,-11.19,0.028,0.768,0.116,0.113,0.492,135.947
7520,People Got A Lotta Nerve,Neko Case,spotify:track:73BnC40xZ2fkWMGn98gYC7,0.412,0.797,-5.321,0.0391,0.0363,1.33e-05,0.122,0.559,137.386
7521,Desert Rose,Sting,spotify:track:3zYufmyv6HOuiHn1eMR6Ja,0.586,0.659,-7.92,0.0304,0.011,0.0,0.106,0.147,111.989
7522,Mountains,Prince,spotify:track:48conYZAap5JNzGJBaOTm2,0.652,0.741,-12.071,0.0342,0.0611,0.000177,0.0708,0.429,102.084
7523,What's A Girl To Do?,Bat For Lashes,spotify:track:6nX4R2UiVrg6XZphd3QjaI,0.608,0.575,-6.139,0.0318,0.633,7.89e-05,0.114,0.366,116.488
7524,Destroy The Heart,The House of Love,spotify:track:6zxnO2gPrOLD6rfTxRjmIL,0.374,0.93,-5.961,0.0516,8.56e-05,0.00161,0.172,0.382,143.769
7525,Antidote,Travis Scott,spotify:track:1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05
7526,Heaven,Bryan Adams,spotify:track:6fZuHKY8SV7f2hGO4QoIwh,0.383,0.573,-7.315,0.0267,0.0545,1.13e-06,0.124,0.341,139.541
7527,Wishlist,Pearl Jam,spotify:track:52S8hL96G4VqbSXVar0gqa,0.63,0.341,-9.428,0.0348,0.0272,0.00214,0.0823,0.102,114.943
7528,My True Love,Jack Scott,spotify:track:2urRqmAFhjZKo8Z6sEGzEv,0.554,0.189,-14.277,0.0279,0.915,1.37e-05,0.132,0.214,136.714
7529,Sweet City Woman,Stampeders,spotify:track:52SCT6ImFklqEhH21lgErO,0.696,0.736,-7.283,0.048,0.255,0.0,0.117,0.917,88.133
7530,Gravity's Rainbow,Klaxons,spotify:track:3TRM61i04EmRRqx945pnB0,0.439,0.881,-3.208,0.0427,0.000582,0.0113,0.142,0.509,143.088
7531,Summertime,Sarah Vaughan,spotify:track:4hdLlKWTBWEj0DE0dR4Qmt,0.29,0.256,-10.555,0.0284,0.954,0.0,0.111,0.231,141.474
7532,Glamour Girl,Chicks On Speed,spotify:track:13qCToZf2qpEHxQLsk6KxO,0.758,0.819,-7.699,0.0597,0.0594,0.0242,0.787,0.852,132.023
7533,Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,spotify:track:3QRM0qZB7oMYavveH0iEqx,0.889,0.454,-8.598,0.221,0.0141,0.000186,0.203,0.436,100.36
7534,Big Rock Candy Mountain,Various Artists,spotify:track:6VaHDNRNRa9rCmSa4k7GwE,0.672,0.169,-15.217,0.155,0.993,0.0103,0.121,0.65,93.831
7535,Roygbiv,Boards of Canada,spotify:track:2XQSgmtEY2titXhfY414dy,0.631,0.521,-10.312,0.063,0.0201,0.923,0.103,0.118,84.033
7536,Michael,Franz Ferdinand,spotify:track:6mRO7wu9a7qgBNxdrp19qK,0.425,0.874,-6.69,0.0429,0.00591,0.000261,0.202,0.805,158.517
7537,Ciervos,Astro,spotify:track:1ipRvSeJDAPpUxKNCawGbq,0.705,0.843,-5.224,0.0485,0.195,0.231,0.102,0.83,73.986
7538,More Love,Smokey Robinson & The Miracles,spotify:track:62hD359t2zy4XMm10vwXOC,0.407,0.45,-10.041,0.0289,0.877,0.0,0.248,0.816,106.677
7539,Eruption - 2015 Remaster,Van Halen,spotify:track:2tAeN2TKlQLOoSPXtARzBV,0.225,0.689,-9.12,0.0555,0.469,0.813,0.337,0.5,93.798
7540,Digression,Lennie Tristano,spotify:track:5YOVOMVsXsWYyty6rS5XEt,0.379,0.112,-18.464,0.0324,0.986,0.902,0.105,0.131,98.95
7541,I'm Going Home - Live,Ten Years After,spotify:track:0uiWDKZqyRVQIoGOtS4OBk,0.481,0.842,-9.107,0.12,0.254,0.195,0.654,0.351,106.272
7542,ill Manors,Plan B,spotify:track:3IuOQ3cNfbNQsXKXQHPLFT,0.746,0.92,-3.679,0.101,0.175,0.0,0.198,0.707,133.921
7543,Ramblin' Man - Single Version,Hank Williams,spotify:track:6piP6rpZM1wfDbiu6ISIMB,0.576,0.125,-15.652,0.0334,0.903,0.0,0.0971,0.447,104.515
7544,Sealed with a Kiss,Brian Hyland,spotify:track:4Kir60nu0v2dcBVSxVhCQc,0.456,0.297,-12.186,0.0285,0.895,0.0,0.131,0.571,90.462
7545,Alabama,John Coltrane,spotify:track:0V7EuJ17Bf8zYpS2XRL6pE,0.428,0.0768,-17.412,0.0413,0.774,0.0487,0.123,0.112,107.712
7546,Niggers Are Scared of Revolution,The Last Poets,spotify:track:77yB6VnGnGItQCQFdLQeIl,0.685,0.747,-10.801,0.297,0.766,0.0,0.336,0.858,113.436
7547,Girl U Want,DEVO,spotify:track:4nx3Q0PkgAidzGCmt96iH9,0.716,0.364,-14.052,0.0702,0.284,3.39e-05,0.0522,0.823,172.692
7548,I Don't Want to Grow Up,Ramones,spotify:track:1mJ7yK70zjY1VCaRP04ot4,0.532,0.872,-7.545,0.035,0.000594,0.00127,0.0987,0.543,91.009
7549,What We Do,Freeway,spotify:track:5kDkWHFx0AEvJ1Pfm2i0ac,0.569,0.894,-4.931,0.318,0.00715,0.0,0.158,0.293,188.892
7550,Every Day I Have The Blues,Count Basie,spotify:track:40FGRio22VIc3dX2JYnckq,0.684,0.387,-8.353,0.0418,0.945,0.00205,0.209,0.556,104.219
7551,Party Day,Cosmo Vitelli,spotify:track:3ITsXHU5sNwYKuG5LzIcAS,0.6,0.869,-5.037,0.0327,0.0186,0.0295,0.0444,0.575,115.002
7552,Pensiero stupendo,Patty Pravo,spotify:track:6Y7osYQr0HXi0hrixlvUCM,0.485,0.485,-11.712,0.0587,0.135,4.42e-05,0.182,0.49,92.527
7553,Blue Jay Way - Remastered,The Beatles,spotify:track:0ttMfoND7IQqFSMVOPkELC,0.294,0.407,-11.575,0.0308,0.0258,0.000219,0.0852,0.0378,101.052
7554,Linus And Lucy,Vince Guaraldi Trio,spotify:track:4cac8uIswteQEOLeqoyqUN,0.496,0.388,-14.177,0.0382,0.787,0.939,0.167,0.694,81.772
7555,Abstract No. 1,Shelly Manne,spotify:track:0ZR1Id6RFJtRsA41251RPL,0.495,0.478,-10.357,0.0474,0.821,0.378,0.151,0.582,142.876
7556,Cowgirl,Underworld,spotify:track:49BcSQZdDAKwXCv4KWLoM3,0.641,0.624,-18.757,0.0359,0.0156,0.916,0.0877,0.165,126.944
7557,Honey Bunny,Girls,spotify:track:6elQsFmZGwZU3upNQpJOx2,0.33,0.594,-10.384,0.031,0.00018,0.2,0.208,0.424,141.404
7558,Lover,Taylor Swift,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,-7.582,0.0919,0.492,1.58e-05,0.118,0.453,68.534
